text,created_at,screen_name,.pred_positive,.pred_neutral,.pred_negative,sentiment
@18fesss Gapapa putus aja. Udah sinting dia. Psk aja masih dijemput anjir bisa bisanya pacarnya disuruh goride. Minimal pesenin gocar kek babi bgt pacar u.,2022-11-10T05:07:08Z,namapacarmu,0.22185352581514742,0.533363636491812,0.24478283769304063,neutral
"@molojpg Hai Kak, mengenai GoRide Hemat, hanya berlaku di Makassar, Medan dan Malang ya. Info detailnya kamu bisa cek https://t.co/8VSQS4NkpE ya. Tks^ast",2022-11-09T14:03:52Z,gojekindonesia,0.23401884040112733,0.36279548714775695,0.40318567245111564,negative
"We Got You, Bang Dustin! Naik GoRide lagi, yuk 😁 https://t.co/zBFyFhGioS",2022-11-01T14:21:28Z,gojekindonesia,0.24390434253551807,0.30461739424330886,0.45147826322117307,negative
"@CintaItilItil Halloww Kakak, pendaftaran mitra GoRide Jabodetabek masih ditutup sampai saat ini 🙏 Ditunggu lagi aja ya Kak karena proses rekrutmen disesuaikan dgn kebutuhan di masing2 wilayah dan dapat dibuka/ditutup kapan saja tanpa ada pemberitahuan terlebih dahulu 💚😊 Trims^tri",2022-11-02T08:09:17Z,gojekindonesia,0.21409763347349867,0.21588378219578472,0.5700185843307166,negative
"@dappreee Hai Kak, maaf ya bikin kamu gak nyaman. Mengenai tarif yang berlaku pada layanan GoRide kamu saat ini, ada tarif 'Harga Ramai' ya. Terima kasih^yni 😊",2022-11-02T18:45:46Z,gojekindonesia,0.5066041725609058,0.22924630819788186,0.2641495192412122,positive
"halo @gojekindonesia apakah akun saya kena soft banned? karena sudah lama tidak ada voucher goride/gocar/gofood, kode promo yg diklaim jg tidak muncul di aplikasi. tolong bantuannya agar bisa nyaman menggunakan gojek kembali. terimakasih",2022-11-09T18:04:23Z,afckado,0.23881466538276147,0.21874751112291455,0.542437823494324,negative
Kak ada promo buat goride gak? @gojekindonesia kode gojekinaja tulisannya habis tadi masukin.,2022-11-10T06:24:54Z,Namakugaada,0.3574404835591885,0.37111659119264184,0.2714429252481696,neutral
"Halo @gojekindonesia apakah akun saya kena soft banned? 🥺 Saya sekarang sudah gak pernah dapet voucher gofood/goride/gocar, saya juga gak bisa claim kode promo. Mohon bantuannya, agar saya bisa nyaman menggunakan gojek kembali. Terima kasih 🙏🏻",2022-11-09T23:19:56Z,Sekar27OsJh,0.5533550042595533,0.21673828509554785,0.2299067106448989,positive
"/info Kode promo goride untuk dom tertentu tiap selasa &amp; rabu! 
GOJEKINAJA untuk all dom
GOJEKLAH untuk pekanbaru
GOJEKSELAH untuk Padang
GOJEKGEH buat dom lampung
GOJEKINPURWOKERTO / GOJEKWIRA utk purwokerto https://t.co/u1Cyzdvg6g",2022-11-09T08:33:47Z,berburusales,0.21304715767045665,0.5741071550066439,0.21284568732289952,neutral
"yang lagi nyari diskon goride/gocar, langganan dulu 2ribu /info https://t.co/JZVktVQO3X",2022-11-01T10:16:14Z,berburusales,0.2982357528521112,0.2303240950004212,0.47144015214746765,negative
"hai @gojekindonesia setelah seminggu, ada cashback yang berhasil saya terima dan ada juga yang tidak. dan jika mau diamati, semua cashbacknya tidak saya terima pada fitur gocar, sementara dari fitur goride ada beberapa cashback yang masuk, ya... hanya beberapa🙂 mohon solusinya🙏",2022-11-09T21:25:20Z,Yoshioka20_,0.2149218364368504,0.2212607676970934,0.5638173958660562,negative
"@carnilazmiana @gojekindonesia Anjir ko bisa goride cashbacknya 11k, gue cuma dpt 6k",2022-11-09T09:53:46Z,mhmmdqois,0.28897826851889524,0.4597505800833213,0.25127115139778344,neutral
"halo @gojekindonesia, mau nanyaa. ini akun gojek ku kena softbanned atau gimana ya? soalnya ga pernah dapet voucher gofood, goride, sama gocar. trs juga kalo masukin kode voucher promo gitu gabisa. tolong bantuannya ya, terima kasih.",2022-11-09T10:13:45Z,avocraido,0.24053824587379924,0.27916871261502846,0.48029304151117225,negative
@glaceris Kak yg goride masih ada gaa?,2022-11-09T11:45:03Z,abcd_eaJ,0.2506051212532403,0.39794204202203326,0.35145283672472644,neutral
"halo @gojekindonesia apakah akun saya kena soft banned? karena sudah lama tidak ada voucher goride/gocar/gofood, kode promo yg diklaim jg tidak muncul di aplikasi. tolong bantuannya agar bisa nyaman menggunakan gojek kembali. terimakasih",2022-11-09T12:25:40Z,charolin_s,0.23881466538276147,0.21874751112291455,0.542437823494324,negative
Hampir banget bilang “lewat tol aja mas” ke mas goride,2022-11-10T00:28:30Z,sheeeshasfuck,0.42688469246489685,0.23203590063527743,0.3410794068998257,positive
"semua goride sold ya, sisa gocar🤗

⚠️NO KEEP

#mknvoc https://t.co/JjursqVYO6",2022-11-04T16:38:15Z,marikitanugas,0.2252188299546439,0.2515776813961911,0.5232034886491651,negative
"Halo @gojekindonesia apakah akun saya kena soft banned? karena saya udah gak dapet voucher goride/gocar/gofood, saya juga gak bisa claim kode promo. Tolong bantuannya ya agar bisa nyaman menggunakan gojek kembali, terima kasih banyak sebelumnya 🥺🙏🏻",2022-11-09T13:12:01Z,kilaayeay,0.540144403821466,0.21925643859888025,0.24059915757965383,positive
mmps gw gaada yg pick goride gw 😟,2022-11-09T18:56:51Z,Briaannc1,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
agak kaget dan mau nangis ngeliat history gojek selama hampir setahun ini (dari januari-nov skrg)🥲ternyata aku spending sebanyak itu cuma buat goride sama gofood...,2022-11-09T11:47:29Z,kottongum,0.21785130175909684,0.22094431130946612,0.5612043869314371,negative
@convomfs Gojek emg rada aneh. Pernah order goride gk muncul2 trus order lg baru double order,2022-11-09T12:22:13Z,kaki_kambing,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
Baru kali ini pesen GoRide dapat Aerox. Beuhhhhhhh…susah naiknya. Ngalah-ngalahin CBR. 😓😭,2022-11-09T14:20:48Z,ness_dian,0.2323978297508028,0.25509517498121465,0.5125069952679825,negative
Si bodoh bukannya mesen goride malah mesen gocar🥲,2022-11-09T14:55:09Z,bbystarcndykoo,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
suka banget naik goride helmnya wangi kayae abis di laundry T_____T,2022-11-09T11:07:56Z,yoitcj,0.5699307741963804,0.21332097161899843,0.21674825418462104,positive
"halo @gojekindonesia mau tanya, apakah akun gojek ku terkena softbanned atau bagaimana ya? soalnya aku udah ga pernah dapat voucher goride, gocar, gofood lagi dan jika memasukan kode voucher promo itu tidak bisa digunakan. Tolong dibantu, terima kasih.",2022-11-09T05:14:17Z,xxwynrvll,0.27488564565682705,0.2530837169889373,0.47203063735423567,negative
@rosellathings_ Kalo misal ga langsung 20k bisa gasih? Kaya bisal 10k goride(?) Terus 10k pulsa gtu?,2022-11-09T14:48:21Z,99minakang,0.28897826851889524,0.4597505800833213,0.25127115139778344,neutral
"@rosywyIie @Askrlfess bukan sender, tapi aku juga punya kaa yg goride pot 6k",2022-11-06T09:38:26Z,benbelanja,0.26553466405508014,0.31230672110488555,0.42215861484003436,negative
gojek mahal bgt orgil masa goride ke rumah 26.500???? biasanya gasampe 18rb,2022-11-08T19:59:08Z,makantaican,0.2170407386008279,0.2325758257173367,0.5503834356818355,negative
"-rek gop4y coins itu bisa dipake buat apa aja yaa? cuma goride aja kh?

ngumpulin goco banyak eh taunya cuma bisa dipake sampe akhir tahun ini

no salty yaa, aku baru belajar🙏",2022-11-04T15:13:25Z,sbyfess,0.3065696164223581,0.23640088104469983,0.4570295025329422,negative
-rek onok sing duwe voc goride/grab ga dipake ta? Aku gelem poo:(,2022-11-03T12:47:08Z,sbyfess,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
-rek ada yg punya voucher goride ngga dipake ta? Aku mau poo:( makasii:(,2022-11-08T14:05:01Z,sbyfess,0.23504990923344787,0.3974280763743143,0.36752201439223775,neutral
"dadah, goride dinyatakan close saja, due hp yg buat pesen udah gak sama aku.",2022-11-08T20:19:10Z,termahaI,0.23796477644776745,0.21870961337437178,0.5433256101778607,negative
@berburusales butuh goride,2022-11-08T12:41:20Z,termahaI,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
"halo @gojekindonesia apakah akun saya kena soft banned? karena sudah lama tidak ada voucher goride/gocar/gofood, kode promo yg diklaim jg tidak muncul di aplikasi. tolong bantuannya agar bisa nyaman menggunakan gojek kembali. terimakasih",2022-11-08T15:46:06Z,Nvrddl03,0.23881466538276147,0.21874751112291455,0.542437823494324,negative
ini gada voc goride apa yaallahhhh,2022-11-04T13:52:37Z,annaderlife,0.2297556347964575,0.25529563729158244,0.5149487279119601,negative
wtb voucher grab bike/goride ada ngga? dom bandung. #zonauangᅠ #zonabaᅠ,2022-11-08T12:51:21Z,Iuckyiminleuv,0.5327333139862725,0.23932366253298964,0.22794302348073792,positive
@kiyutgurlz @RacunBelanja Transaksi gofood/goride/gocar 125k maka dapet 100xp. Untuk tagihan transaksi 500k maka dapet 100xp kak (maksimal 100xp tiap transaksi). Kalau dulu caranya transaksi bibit tapi sekarang udah gabisa dpt xp,2022-11-08T11:23:52Z,Novalaja90,0.22419783142297692,0.5484608739880287,0.22734129458899446,neutral
ppppp ada yang punya vc goride gakkk?,2022-11-08T13:48:47Z,alwaysmgr,0.23104505632997674,0.4671320905727118,0.3018228530973115,neutral
@aiinglala ka goride ny msih bisa?,2022-11-08T19:40:39Z,annitemar3,0.28897826851889524,0.4597505800833213,0.25127115139778344,neutral
"Naik GoRide, tapi driver lagi pakai jaket Maxim. Double agent. 

Untung ada potongan 10k. Makasih, Gojek, tahu aja aku nggak punya wang banyak. 🙏😭 https://t.co/h1Vwxpi7rA",2022-11-08T13:56:56Z,dindamedina,0.23197595269360816,0.3041314930240927,0.4638925542822991,negative
"halo @gojekindonesia apakah akun saya kena soft banned? karena sudah lama tidak ada voucher goride/gocar/gofood, kode promo yg diklaim jg tidak muncul di aplikasi. tolong bantuannya agar bisa nyaman menggunakan gojek kembali. terimakasih",2022-11-08T11:19:33Z,1309sc,0.23881466538276147,0.21874751112291455,0.542437823494324,negative
💚 ada yg punya voucher goride ngga dipake dom sby ngga? Aku mauu:( makasii:(,2022-11-08T14:10:02Z,tanyakanrl,0.2311593291722682,0.4650692859579581,0.3037713848697736,neutral
💚 ada yg punya voc goride/grab dom surabaya ga dipake kah? Aku mau dong:(,2022-11-03T12:50:02Z,tanyakanrl,0.23504990923344787,0.3974280763743143,0.36752201439223775,neutral
kok gbsa dh mesen goride gocar di luar kota,2022-11-08T08:21:20Z,liminowch,0.2128075711977523,0.5741622521877069,0.21303017661454082,neutral
"halo @gojekindonesia apakah akun saya kena soft banned? karena sudah lama tidak ada voucher goride/gocar/gofood, kode promo yg diklaim jg tidak muncul di aplikasi. tolong bantuannya agar bisa nyaman menggunakan gojek kembali. terimakasih",2022-11-08T13:09:36Z,ryota_0809,0.23881466538276147,0.21874751112291455,0.542437823494324,negative
"isi goride di gojek w adalah mesenin anne kalo gak mamah, lumayan klo ada promo. dr pada naik max1m di jempingin lagi😂 https://t.co/vj8qbwFs0r",2022-11-08T18:23:12Z,rubihmsyh,0.22968876922398848,0.48854056726137635,0.2817706635146351,neutral
"@ayedomino25 @discountfess keknya ini goride deh, yg 1k tiap selasa",2022-11-08T17:09:28Z,slypoarch,0.2297556347964575,0.25529563729158244,0.5149487279119601,negative
Satisfying bgt naik goride electric 😭,2022-11-08T09:38:44Z,topipinkeu,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
"@UGM_FESS ada nder, aku pernah goride jam 1.12 amann",2022-11-07T19:39:49Z,urquinzell,0.2311593291722682,0.4650692859579581,0.3037713848697736,neutral
"Jadi udah sebulan gue gabisa pesen goride sama gocar di @gojekindonesia dan selalu gini tampilannya. Kemaren GoFood masih bs tapi barusan coba ternyata gabisa juga.
Lucunya, beli pulsa, bayar listrik di rumah, dipake scan barcode makan di luar, masih bisa. https://t.co/VR68OyVR2v",2022-11-07T14:24:01Z,ribkadel,0.23067177243584175,0.47241192637330753,0.29691630119085066,neutral
"Trus tiba-tiba udh resolve? Lah nyebutin nomor telpon aja blm kelar! Gue respond dong, ticket dibuka lagi.
Gue tentu coba kali emg dia gercep langsung kerjain.
Gak tuh, 2.24 masih gabisa juga gue pesen goride.

Bisa gak solusi kalian tuh ga memberatkan pelanggan @gojekindonesia https://t.co/DQrDpM23ZH",2022-11-07T14:29:00Z,ribkadel,0.3004285829082459,0.33234309755847286,0.3672283195332812,negative
@berburusales @discountfess Kenapa ya yang sering tuh gocar mulu padahal kan mau naiknya goride :((,2022-11-07T11:06:58Z,berriessz,0.22410264885838352,0.26887588009123087,0.5070214710503855,negative
"Oma-oma mau pesen goride dua, yg datang goride (gua) sama satu lagi gocar, akhirnya orderan gua dicancel. 😓",2022-11-07T13:50:38Z,kejO_Online,0.2754081452325009,0.22749097652607952,0.49710087824141963,negative
"kayanya selain bawa payung, ke mana-mana mesti bawa jas hujan deh. biar gak repot kalau naik goride gituw~",2022-11-07T10:42:17Z,assyifanrlt,0.22831947713381046,0.2964672245241271,0.4752132983420624,negative
"Halo admin @gojekindonesia, akunku kena softbanned ya? Soalnya udah jarang dapet voucher goride, gocar, gofood, kode promo yang diklaim juga tidak muncul di aplikasi. Tolong dibantu ya agar bisa pakai gojek dengan nyaman lagi, Terimakasih",2022-11-07T20:03:08Z,iwshhppy,0.22346489838998934,0.21695801988542268,0.5595770817245881,negative
"halo @gojekindonesia apakah akun saya kena soft banned? karena sudah lama tidak ada voucher goride/gocar/gofood, kode promo yg diklaim jg tidak muncul di aplikasi. tolong bantuannya agar bisa nyaman menggunakan gojek kembali. terimakasih",2022-11-07T15:17:59Z,enrvcarts,0.23881466538276147,0.21874751112291455,0.542437823494324,negative
Voc goride sold yaaa udh di keep,2022-11-07T15:39:38Z,salahroom,0.21319741799519648,0.5707720782237692,0.21603050378103444,neutral
oyi kalau pake voc ini buat ngangkut orang alias kek goride kira kira mas gojeknya marah ga ya?🥹🥹🥹 https://t.co/ChPA3D5slt,2022-11-07T13:40:01Z,ngalamfess,0.2351332522933473,0.2427849164712344,0.5220818312354183,negative
WTB NEED VOUCHER GORIDE DOM JKT BUAT SKRG,2022-11-02T13:56:03Z,heeriins,0.23380229929415092,0.3738680233397516,0.3923296773660975,negative
"Kode promo cashback Gopay coins untuk naik Goride &amp; Gocar 🌟

Gunakan kode promo:
GOJEKINAJA https://t.co/V1NKi5ERVZ",2022-11-07T12:59:09Z,RacunDiskon_id,0.2126574367317873,0.574571366356927,0.21277119691128582,neutral
Pusing dah di cancel goride terus kenapa yaaa 😫,2022-11-07T18:12:12Z,Adysdys,0.21319741799519648,0.5707720782237692,0.21603050378103444,neutral
"Voc GORIDE.
Terimakasih ka ❤️ https://t.co/1unrc0OVzw",2022-11-04T20:24:03Z,PUTRI1739321887,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
"Voc GORIDE.
Terimakasih ka ❤️ https://t.co/4wzSnH8fE5",2022-11-07T14:35:22Z,PUTRI1739321887,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
"Voc GORIDE sold.
Terimakasih ka ❤️ https://t.co/cckmQja9FL",2022-11-07T15:47:48Z,PUTRI1739321887,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
"Voc GORIDE (sisa 2).
Terimakasih ka ❤️ https://t.co/L0ruWLK6X6",2022-11-07T11:54:19Z,PUTRI1739321887,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
@berburusales @discountfess hleh bicit noh punyaku smpe abis voc nya apalagi yg buat goride njer,2022-11-07T15:23:13Z,mrvqlmyboo,0.22993074478926562,0.46456685429420175,0.3055024009165326,neutral
@corneliazefanya cashback goride ga sih? 11rb wkwkw,2022-11-07T11:16:50Z,sarahgase025,0.258542403135288,0.22327747501490672,0.5181801218498053,negative
"@ribkadel Aku waktu bulan kemaren gitu kak, tapi cuma sehari dua hari balik sendiri. Kalo aku kayaknya karena kebanyakan cancel pas order goride sama gocar di hari yg sama.. tapi selama kayak gitu ga bisa diapa-apain akunnya🙃",2022-11-07T15:20:10Z,gatausiapayaaa_,0.2382872844289592,0.3075712595770809,0.4541414559939598,negative
"bisa ga sih minta promo goride sama @gojekindonesia butuh banget buat bolak balik kampus, saya tiap saat ngampus pake gojek terus, tapi jarang promo promoann, sedihhh",2022-11-07T11:24:33Z,MyRizaFahlevi,0.2599062047128086,0.2235348011417686,0.5165589941454228,negative
@avocadofgr @augblithee @berburusales Aku juga kak kebanyakan malah goride gocar gosend 😭😭😭,2022-11-07T11:51:08Z,zbeom7z,0.22419232663765185,0.5602775218274795,0.21553015153486862,neutral
@henxiaow @berburusales kakk mau goride nya dongg,2022-11-07T10:57:06Z,jennozen,0.23341452225463225,0.308743759303122,0.4578417184422458,negative
Wahai admin @gojekindonesia bisakah seluruh voucher ini diganti voucher gofood aja? Soalnya percuma selalu dpt voucher goride/gocar tp ga pernah kepake🥲 butuhnya gofood huhu https://t.co/jDzWVBvZg8,2022-11-07T15:39:51Z,innie_way,0.2297556347964575,0.25529563729158244,0.5149487279119601,negative
"halo @gojekindonesia apakah akun saya kena soft banned? karena sudah lama tidak ada voucher goride/gocar/gofood, kode promo yg diklaim jg tidak muncul di aplikasi. tolong bantuannya agar bisa nyaman menggunakan gojek kembali. terimakasih",2022-11-07T20:53:02Z,meiiithoughts,0.23881466538276147,0.21874751112291455,0.542437823494324,negative
"@berburusales @discountfess kalo goride nya ada yg gak kepake, aku mau donggg:(",2022-11-07T11:51:51Z,daazicy,0.2669599238482768,0.39487221248530013,0.338167863666423,neutral
"Halo @gojekindonesia, mau nanya akun gojek ku terkena softbanned kah? Soalnya gak bisa dapat voucher mingguan goride, gocar, gofood, voc cashback tiap bulan, dan setiap memasukan kode voucher promo apapun gak bisa digunakan. tolong dibantu, terima kasih ya",2022-11-07T18:33:20Z,ninecute4,0.24193130498255236,0.4052233113537642,0.3528453836636833,neutral
"Halo @gojekindonesia apakah akun saya kena soft banned? Karena tidak ada voucher goride/gocar/gofood, kode promo yg diklaim tidak muncul di aplikasi. Tolong bantuannya agar bisa nyaman menggunakan gojek kembali.  Terimakasih.",2022-11-07T13:56:46Z,ivlavli,0.2399536325339585,0.21896127708208094,0.5410850903839605,negative
Ujan dah beres tapi cari goride ga dapet2 di pusat kota bandung. Piye iki @gojekindonesia hadehhh,2022-11-07T20:04:48Z,icadhnd,0.2538354467664951,0.32498639401560503,0.4211781592178999,negative
@Askrlfess Pernah pesen goride dari kosan ke kampus yang cuma 500m.. tapi rasional kok.. karna keberatan bawa 3 kamera dslr + gakuat jalan cepet karna harus ngejar waktu.. itu juga sampe malu banget ke abang gojeknya🥲,2022-11-07T23:08:01Z,chimiiiee,0.3070723692923467,0.23022598085142468,0.46270164985622864,negative
Dear @gojekindonesia kenapa akunku pelit kali promonyaaa dikasihnya gocar mulu padahal pengguna goride dan gofood😭,2022-11-07T22:15:21Z,happyvirustae,0.3622170192369732,0.32661544209886906,0.3111675386641578,positive
Gaes klo naik KRL dr stasiun tugu ke stasiun maguwo boleh ga si? Alias mager banget naik bus/gocar/goride. Macetnya itu lho dipeakhour.,2022-11-07T12:52:52Z,tsaradiary,0.24701316717662866,0.2203762750656319,0.5326105577577394,negative
@ngalamfess Aku ada voucher goride gak kepake nder.,2022-11-07T14:05:34Z,ureuseful,0.2311593291722682,0.4650692859579581,0.3037713848697736,neutral
Akun w bauk bgt bgst. W butuhnya goride malah dikasih goput muluuuu https://t.co/m9a2XQdRYl,2022-11-07T07:39:59Z,wkwkstress,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
@jenjenoliz Ka goride masih ada?,2022-11-06T19:26:45Z,JMinieeee,0.2506051212532403,0.39794204202203326,0.35145283672472644,neutral
@berburusales cape banget dapet disc goride pot 4k ada 10 😭😭 mau buat apaan coba 😭 https://t.co/5Dwei8vjz9,2022-11-07T09:26:24Z,Kelialua,0.49688520607075326,0.2255858979479025,0.27752889598134434,positive
@seolarsno dari rumahku jauuh sampe gabisa naik goride karena kejauhan😭 paling cuma bisa gocar huhu,2022-11-07T08:55:58Z,hyunfeelix,0.25941135111995306,0.437913164643083,0.30267548423696394,neutral
"Kode promo cashback Gopay coins untuk naik Goride &amp; Gocar 🌟

Gunakan kode promo:
GOJEKINAJA https://t.co/neau9QVbFl",2022-11-07T00:22:30Z,RacunBelanja,0.2126574367317873,0.574571366356927,0.21277119691128582,neutral
@imamfz__ @hanviixx @i_m_mortal_ aku malah dapet voucher gofood padahal butuhnya voucher goride 🥹,2022-11-07T01:17:55Z,adapaya222,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
"@berburusales Sombong amat nder, dulu akunku jg wangi. Tunggu saja rodanya berputar hiks. Btw yg mau gocar goride bisa bales tweet ini. Mau ngejar XP soalnya https://t.co/7aHV8dlUsh",2022-11-07T09:21:32Z,aliciamilea,0.21957094588106157,0.24448885548387464,0.5359401986350638,negative
"Nyampe bayar kelar
Ternyata dia cuma takut nyasar mau arah Pluit😫😭😭😭😭😭
Eh jahe.....kan lu bisa order goride, Napa lu gabisa pake gmaps aje ape....biar gw gak bingung 😭😭😭😭

Serandom itu orderan gw 🤣🤣🤣🤣🤣
#anojekforeverythingyouneed https://t.co/vJ5JJ0Vfxf",2022-11-06T19:59:26Z,3Le4N012,0.21674640169527187,0.22638882426353982,0.5568647740411882,negative
"Nah nih, ini parah nih....🤭🤭🤭🤣

Tenang tenang....🤣🤣🤣🤣🤣

Dapet GoRide, dah di titik jemput
5mnt, datang motor
Cs, mas saya yg order
Gw, yuk (sambil bingung Dateng sendiri bawa motor tapi order goride)....gw pikir mati motornya minta di setut, ternyata nyala dong😩😩 https://t.co/NXQodnxUi8",2022-11-06T19:54:44Z,3Le4N012,0.22417032778591736,0.25117394096926415,0.5246557312448185,negative
"@3Le4N012 1. Dia gak pake holder.
2. Ada claim order goride.
3. Ada misi rahasia sama bosnya",2022-11-06T20:28:38Z,lipatanpipi,0.27889259894423735,0.33385871431937236,0.38724868673639024,negative
"Halo @gojekindonesia mau nanya akun gojek ku terkena softbanned kah? Soalnya gak bisa dapat voucher mingguan goride, gocar, gofood, voc cashback tiap bulan, dan setiap memasukan kode voucher promo apapun gak bisa digunakan. mohon tolong dibantu, terima kasih min",2022-11-06T20:31:48Z,lemonzde,0.2611784489285618,0.43710657085803284,0.30171498021340537,neutral
"@3Le4N012 Wkwkwkw 🤣🤣🤣
Lucu sih tapi mau gimana, 
Saya pernah juga tuh, order goride, tapi cuma helm saya doang yang dipakai, istilah kata order goride buat pinjem helm Karena gak bawa helm. 🤣",2022-11-07T02:05:30Z,slendrosanga,0.22066959711114234,0.24683310009442289,0.5324973027944349,negative
@berburusales Di aku naik gocar malah lbh murah ktimbang goride. Tp dr kntr ke kosan dkt bat. Kan malu jdnya .. 😐,2022-11-07T07:55:09Z,brownxugar19,0.21529416534806928,0.5600239902682441,0.22468184438368655,neutral
jam 10 dari stasiun naik goride aman ga si🥲 argh puyeng bgt gueeeeh,2022-11-07T09:29:17Z,JINMULLETS,0.23340914557674217,0.4490806925425535,0.3175101618807044,neutral
"10 kode promo Gojek kali ini hadirkan salah satunya diskon hingga 90 persen layanan GoCar dan GoRide tanpa minimal transaksi.

#portalyogya #KodePromoGojek 

https://t.co/Gjibz3phx7",2022-11-06T21:39:26Z,portalyogya,0.2194386998982658,0.5366880114489782,0.24387328865275615,neutral
"ketemu sama ni anak paling beberapa bulan sekali, kalo lagi sama-sama free pasti kita sempetin buat ketemu hehehe, saling bertukar pikiran, singkat tapi bermakna sekalih, dia keren sekarang udah berani naik goride hihi bangga! thanks a lot ma luv! ♡ https://t.co/rX3oM3RmqB",2022-11-06T17:20:50Z,dwirinnn,0.25793771897675033,0.22286404696679446,0.5191982340564552,negative
Anjerrrr nungguin goride @gojekindonesia di stasiun Kiaracondong ampe sejam lebih ga ada yang ngambil 🤣,2022-11-06T20:53:05Z,gopuuudd,0.2396418364959315,0.31610139450625596,0.4442567689978126,negative
"@watashiwa_nya @justforfriend_ @nctzenbase Dari st.pasar senen naik krl ke arah st.rawa buntu habis 5k an
Dari st.rawa buntu langsung ke ice habis 21-25k an buat goride, 32-35k an buat gocar.
Pinter2 cari promo voucher goride gocar biar daper potongan",2022-11-07T00:23:17Z,ccmlyneu,0.2424828832425727,0.4402375836912347,0.3172795330661925,neutral
"@gojekindonesia saya order goride, ada driver yg dekat lokasi malah dikasih driver yang jaraknya 3-4 Km dari posisi saya order. Luar biasa, bikin susah orang pagi2.",2022-11-07T06:27:26Z,malvyandie,0.5460001756616569,0.21990999478478834,0.23408982955355473,positive
